ocid,title,agency,planned_budget_amount,award_start,award_end,tender_date,district,sector,source_ref
ocds-rw2stw-NEBMT-3341/NEB/KTM/01/2074/075,NEB-KATHMANDU : Printing and Delivery Of Answer-Sheet For National Examinations Board Branch Office Kathmandu National Competitive Bidding (NCB) IFB No. : NEB/KTM/01/2074/075,"National Examinations Board , Madhyapur Thimi",,,,2017-11-17 10:00:00+05:45,Kathmandu,Buildings/Facilities,3428
ocds-rw2stw-KTMFTEWRP-3251/Expressway-equipment 2074/75/ 2,Lease Equipment for Sisneri,Kathmandu-Terai / Madesh Fast Track (Express Way) Road Project,,,,2017-11-15 11:30:00+05:45,Kathmandu,Other/Uncategorized,2911
ocds-rw2stw-KTMFTEWRP-3240/KTFT/NCB/74/75/11,Supply of HF Radio Set,Kathmandu-Terai / Madesh Fast Track (Express Way) Road Project,,,,2017-11-15 06:00:00+05:45,Kathmandu,Procurement/General,2959
ocds-rw2stw-KDCSOK-3090/BLPP/074/75-NWS-01,Bagmati Land Pooling Project- Network for Water Supply,"KVDA,District Commissioner's Office, Kathmandu",,,,2017-11-09 16:05:00+05:45,Kathmandu,Water/Sanitation,2809
ocds-rw2stw-APFHHK-2892/APF/Hospital/NCB Works/074/075-001,"Construction of waiting hall,  septic/soak pit, water tank  structure and retaining wall@ Nepal APF HOSPITAL","Armed Police Force Headquarters, Halchowk, Kathmandu",,,,2017-11-05 00:00:00+05:45,Kathmandu,Buildings/Facilities,937
ocds-rw2stw-APFHHK-2568/APF /Taplejung/NCB Works/074/075-001,"The Construction of shed type barrack, SO barrack, JCO  barrack, septic/soak pit, water tank structure and retaining  wall@ APF Taplejung","Armed Police Force Headquarters, Halchowk, Kathmandu",,,,2017-11-05 00:00:00+05:45,Kathmandu,Water/Sanitation,942
ocds-rw2stw-APFHHK-2890/APF/Jhapa/NCB Works/074/075-001,"Construction of shed type barrack,  SO-JCO shed type barrack, toilet,  septic tank/soak pit, water tank  structure, mess and gate@APF BOP Gaurigunj, Jhapa","Armed Police Force Headquarters, Halchowk, Kathmandu",,,,2017-11-05 00:00:00+05:45,Kathmandu,Water/Sanitation,944
ocds-rw2stw-APFHHK-2894/APF/Parsa/NCB Works/074/075-001,"Construction of shed type barrack, office cum  quarter, SO-JCO shed type barrack, toilet,  septic tank/soak pit, water tank structure, mess,  gate and garage@ APF BOP PARSA","Armed Police Force Headquarters, Halchowk, Kathmandu",,,,2017-11-05 00:00:00+05:45,Kathmandu,Buildings/Facilities,945
ocds-rw2stw-APFHHK-2895/APF/ Banke/NCB Works/074/075-001,"Construction of shed type barrack, office cum  quarter, SO-JCO shed type barrack, toilet,  septic tank/soak pit, water tank structure, mess,  gate and culvert@ APF BOP BANKE","Armed Police Force Headquarters, Halchowk, Kathmandu",,,,2017-11-05 00:00:00+05:45,Kathmandu,Roads/Drainage,946
ocds-rw2stw-APFHHK-2569/APF /Kavre/NCB Works/074/075-001,"The Construction of multistory barrack, commander  quarter, shed type barrack, ration store cum mess, SO  mess, SO barrack, office, gate, septic/soak pit and earth  cutting @ APF Kalinchowk Battn","Armed Police Force Headquarters, Halchowk, Kathmandu",,,,2017-11-05 00:00:00+05:45,Kathmandu,Buildings/Facilities,955
ocds-rw2stw-APFHHK-2891/APF/Saptari/NCB Works/074/075-001,"Construction of shed type barrack, office cum  quarter, SO-JCO shed type barrack, septic  tank/soak pit, water tank structure, mess and  gate@ APF BOP Pato, SAPTARI","Armed Police Force Headquarters, Halchowk, Kathmandu",,,,2017-11-05 00:00:00+05:45,Kathmandu,Buildings/Facilities,971
ocds-rw2stw-APFHHK-2570/APF/Metro/NCB Works/074/075-001,"Construction of warehouse,  septic/soak pit and water tank  structure@ APF Metro","Armed Police Force Headquarters, Halchowk, Kathmandu",,,,2017-11-05 00:00:00+05:45,Kathmandu,Water/Sanitation,973
ocds-rw2stw-APFHHK-2893/APF/Gulmi/NCB Works/074/075-001,"Finishing work on SO barrack, JCO barrack &  multipurpose hall and construction of retaining  wall@ APF GULMA GULMI","Armed Police Force Headquarters, Halchowk, Kathmandu",,,,2017-11-05 00:00:00+05:45,Kathmandu,Other/Uncategorized,976
ocds-rw2stw-KRIP-2813/1/74/75/2,Construction of Drain & Asphalt concrete for Service road work in Dhobighat -Pattipa chowk-RS+LS,Kathmandu Ringroad Improvement Project,,,,2017-11-05 00:00:00+05:45,Kathmandu,Roads/Drainage,2847
ocds-rw2stw-KRIP-2814/1/74/75/3,Construction of Drain & Asphalt concrete for Service road work in Bodhi Marg - Bafal chowk,Kathmandu Ringroad Improvement Project,,,,2017-11-05 00:00:00+05:45,Kathmandu,Roads/Drainage,2861
ocds-rw2stw-KRIP-2777/1/74/75/1,Construction of Drain & Asphalt concrete for Service road work in Shiva mandir - Aashram Marga - Balkhu,Kathmandu Ringroad Improvement Project,,,,2017-11-05 00:00:00+05:45,Kathmandu,Roads/Drainage,2863
ocds-rw2stw-KRIP-2815/1/74/75/4,Construction of Drain & Asphalt concrete for Service road work in Manohara corridor- Koteshowor,Kathmandu Ringroad Improvement Project,,,,2017-11-05 00:00:00+05:45,Kathmandu,Roads/Drainage,2884
ocds-rw2stw-PPMOTK-1802/PPMO/NCB/074/75/02,Supply and delivery of Vehicles Compact SUV Crossover,"Public Procurement Monitoring Office, Tahachal Kathmandu",,,,2017-11-03 13:00:00+05:45,Kathmandu,Procurement/General,4014
ocds-rw2stw-PPMOTK-1801/PPMO/NCB/074/75/01,Supply and delivery of Vehicles  4WD Sport Utility Vehicle  ,"Public Procurement Monitoring Office, Tahachal Kathmandu",,,,2017-11-03 13:00:00+05:45,Kathmandu,Procurement/General,4035
ocds-rw2stw-KTMFTEWRP-1582/KTFT/NCB/74/75/7.,"Supply of Various types of Electrical Generator, Solar Power supply, Battery with Spare Parts",Kathmandu-Terai / Madesh Fast Track (Express Way) Road Project,,,,2017-11-02 06:00:00+05:45,Kathmandu,Electric/ICT,2936
ocds-rw2stw-RMASOK-2805/CRMSO/KTM-01/074-75,Supply and Delivery of HDPE Pipes,Regional Monitoring and Supervision Office Kathmandu,,2017-12-15T13:50:24+05:45,2018-01-02T00:00:00+05:45,2017-11-01 00:00:00+05:45,Kathmandu,Procurement/General,4146
ocds-rw2stw-2DROK-2807/04-074-75/162(RE),Road extension and improvement of Panchakanya Marg Bishnu 2 Deuba Niwas Girija Prasad Koirala Shanti Park Sundari Sadak,206 Division Road Office Kathmandu1,,2018-04-03T10:36:14+05:45,,2017-10-31 16:00:00+05:45,Kathmandu,Roads/Drainage,493
ocds-rw2stw-2DROK-2803/04-074-75/161(RE),Road extension and improvement of Pepsicola Brahmakhel ,206 Division Road Office Kathmandu1,,2018-04-03T10:35:30+05:45,,2017-10-31 14:00:00+05:45,Kathmandu,Roads/Drainage,482
ocds-rw2stw-2DROK-2591/04-074-75/160(RE),Road extension and improvement of KMC 35 Khahare Mulpani Gandhi Marg,206 Division Road Office Kathmandu1,,2018-04-03T10:33:48+05:45,,2017-10-31 10:00:00+05:45,Kathmandu,Roads/Drainage,464
ocds-rw2stw-UNPDC-2789/UNpark/NCB/2/2074/75,"Landscaping work at Balkhu, Kathmandu, walkway work at Jwagal, Lalitpur, iron fencing work at Jwagal, Lalitpur",United Nation Park Development Committee ,,,,2017-10-31 00:00:00+05:45,Kathmandu,Other/Uncategorized,4577
ocds-rw2stw-NJAMK-2692/njafaculty residence building 01/74/75,Construction of  the Faculty Residence Building,"National  Judical Academy, Manamaiju, Kathmandu",,,,2017-10-24 00:00:00+05:45,Kathmandu,Buildings/Facilities,3444
ocds-rw2stw-APFHHK-2567/APF W/NCB Works/074/075-001,Constrution of Regional APF Thakodevi-Jogendra Bhagat School,"Armed Police Force Headquarters, Halchowk, Kathmandu",,,,2017-10-23 00:00:00+05:45,Kathmandu,Buildings/Facilities,960
ocds-rw2stw-KDCSOK-2622/DCIP/074-75/(KP-KBP)-01,"Dhobikhola Corridor Improvement Works  Asphalt Paving, RCC Hume Pipe Laying Footpath and Road Development Works from Kalopul to Kapan Bhangal Pul","KVDA,District Commissioner's Office, Kathmandu",,,,2017-10-18 15:15:00+05:45,Kathmandu,Roads/Drainage,2822
ocds-rw2stw-BSOEAT-2007/CTEVT/BSET/074/075-Civil-01,"Construction of academic building, BSET,Balaju, kathmandu, Nepal ",Balaju School of Engineering and Technology,,2018-01-07T15:04:28+05:45,,2017-10-17 15:00:00+05:45,Kathmandu,Buildings/Facilities,1315
ocds-rw2stw-POJK-2513/02 /074/075,"Supply and Delivery of Sirak, Dasana and Tanna","Prison Office , Jagannathdewal, Kathmandu",,,,2017-10-16 00:00:00+05:45,Kathmandu,Procurement/General,4009
ocds-rw2stw-VD-2374/Suchana NO 2 -2074/06/26 ,2074 Magha 1 gate dhekhi 2075 pusha Masanta sam ko lagi kathmandu jilla bhari ko lagi Rashan thekka pata,Valley Division,,,,2017-10-12 06:00:00+05:45,Kathmandu,Other/Uncategorized,4596
ocds-rw2stw-KTMFTEWRP-1586/KTFT/NCB/74/75/9.,Supply Double Cab Pick Up,Kathmandu-Terai / Madesh Fast Track (Express Way) Road Project,,,,2017-10-10 06:00:00+05:45,Kathmandu,Procurement/General,2917
ocds-rw2stw-KTMFTEWRP-1587/KTFT/NCB/74/75/10.,Supply of Ambulance,Kathmandu-Terai / Madesh Fast Track (Express Way) Road Project,,,,2017-10-10 06:00:00+05:45,Kathmandu,Procurement/General,2926
ocds-rw2stw-2DROK-2203/03-074-75/28,Rehabilitation of Gokarna Jorpati Gothatar Road,206 Division Road Office Kathmandu1,,2018-03-29T19:55:42+05:45,,2017-09-26 23:00:00+05:45,Kathmandu,Roads/Drainage,496
ocds-rw2stw-2DROK-2196/03-074-75/27,Rehabilitation of Karkigaon Mulpani Gokarna Road,206 Division Road Office Kathmandu1,,2018-03-29T19:54:26+05:45,,2017-09-26 22:00:00+05:45,Kathmandu,Roads/Drainage,488
ocds-rw2stw-2DROK-2194/03-074-75/26,Rehabilitation of Sankhu Jhule Chautara Road,206 Division Road Office Kathmandu1,,,,2017-09-26 17:00:00+05:45,Kathmandu,Roads/Drainage,484
ocds-rw2stw-2DROK-2192/03-074-75/25,Rehabilitation of Sankhu Lapsiphedi Bhotechaur Road,206 Division Road Office Kathmandu1,,,,2017-09-26 17:00:00+05:45,Kathmandu,Roads/Drainage,502
ocds-rw2stw-2DROK-2186/03-074-75/24,Specific maintenance of Nayabasti Gothatar Road,206 Division Road Office Kathmandu1,,,,2017-09-26 16:00:00+05:45,Kathmandu,Roads/Drainage,447
ocds-rw2stw-2DROK-2177/03-074-75/022,Specific maintenance of Sankhapark  Maharajgunj Road,206 Division Road Office Kathmandu1,,,,2017-09-26 16:00:00+05:45,Kathmandu,Roads/Drainage,455
ocds-rw2stw-2DROK-2181/03-074-75/23,Specific maintenance of Mitrapark Gaurighat Nayabasti Road,206 Division Road Office Kathmandu1,,,,2017-09-26 16:00:00+05:45,Kathmandu,Roads/Drainage,463
ocds-rw2stw-2DROK-2175/03-074-75/21,Improvement of Telkot Panchamahalaxmi Sankhu,206 Division Road Office Kathmandu1,,,,2017-09-26 14:00:00+05:45,Kathmandu,Other/Uncategorized,492
ocds-rw2stw-2DROK-2167/03-074-75/18,Specific maintenance of Maharajgunj Budhanilkantha,206 Division Road Office Kathmandu1,,,,2017-09-26 10:00:00+05:45,Kathmandu,Other/Uncategorized,453
ocds-rw2stw-2DROK-2171/03-074-75/20,Road and Traffic Safety works on SRN/SURN road ,206 Division Road Office Kathmandu1,,,,2017-09-26 10:00:00+05:45,Kathmandu,Roads/Drainage,481
ocds-rw2stw-2DROK-2169/03-074-75/19,Specific maintenance of Naya BanesworSankhamul,206 Division Road Office Kathmandu1,,,,2017-09-26 10:00:00+05:45,Kathmandu,Other/Uncategorized,489
ocds-rw2stw-CLPIUB-1881/01- 2074/075,"Construction of Public Service Commission Building,Kamalpokhari,Kathmandu",Central Level Project Implementation Unit (Building),,,,2017-09-15 10:00:00+05:45,Kathmandu,Buildings/Facilities,1414
ocds-rw2stw-2DROK-1631/DROKTM2/074/75-01,"Recurrent Maintenance work of Kalanki Nagdhunga, Nagdhunga Piplamod, Nagdhunga Tankeswor,Thankot Chitlang road.",207 Division Road Office Kathmandu2,,,,2017-09-05 01:00:00+05:45,Kathmandu,Roads/Drainage,430
ocds-rw2stw-2DROK-1671/DROKTM2/074/75-05,"Recurrent Maintenance of TU Gate - Kirtipur Road,Kirtipur-Ring Road,Khasibazar-Kirtipur-Machchhegaun-Tinthana (KVRR),Bhajangal, Kirtipur-Chovar Road.",207 Division Road Office Kathmandu2,,,,2017-09-05 01:00:00+05:45,Kathmandu,Roads/Drainage,433
ocds-rw2stw-2DROK-1667/DROKTM2/074/75-04,"Maharajganj-Balaju Bypass, Baniyatar-Samakushi- Lainchaur, Balaju Bypass-Nagarjun, Lazimpath-Ranibari-Greenland Road",207 Division Road Office Kathmandu2,,,,2017-09-05 01:00:00+05:45,Kathmandu,Roads/Drainage,460
ocds-rw2stw-2DROK-1669/DROKTM2/074/75-08,"Recurrent Maintenance work of Budhanilkantha-Dadagaun,Samakhusi chowk-Tokha-Chandeswori,Chandeswori-Dadagaun-Gurjebhanjyanj Road.",207 Division Road Office Kathmandu2,,,,2017-09-05 01:00:00+05:45,Kathmandu,Roads/Drainage,462
ocds-rw2stw-2DROK-1666/DROKTM2/074/75-02,"New road gate-Salik,salik-Indrachowk,Tridevimarg -chhetrapati-sobhabagawati,Teku -sorahkhutte(bisnumati link road),Banasthali -bhagawanpau-museum,Banasthali -bhagawanpau-museum,Swoyambhu road,Swoyambhu road,Kalimati-Bahiti,Bahiti-Sitapaila Road  ",207 Division Road Office Kathmandu2,,,,2017-09-05 01:00:00+05:45,Kathmandu,Roads/Drainage,467
ocds-rw2stw-2DROK-1672/DROKTM2/074/75-06,Recurrent maintenance work of Pharping(Dakshankali) - Pakhelchaur Road,207 Division Road Office Kathmandu2,,,,2017-09-05 01:00:00+05:45,Kathmandu,Roads/Drainage,469
ocds-rw2stw-2DROK-1661/DROKTM2/074/75-03,Recurrent maintenance of Nepaltar-Sangla bazar Baniyatar-Samakhusi Chowk-Lainchour(Askol),207 Division Road Office Kathmandu2,,,,2017-09-05 01:00:00+05:45,Kathmandu,Other/Uncategorized,476
ocds-rw2stw-2DROK-1668/DROKTM2/074/75-07,"Recurrent maintenance of Shobhabhagawoti-Nishangaun,Balaju junction-Banasthali,Swoyambhu-Kalanki,Kalanki-Balkhu,Boharatar-bansthali,Lainchour-Ringroad-Balaju bypass Road.",207 Division Road Office Kathmandu2,,,,2017-09-05 01:00:00+05:45,Kathmandu,Roads/Drainage,478
ocds-rw2stw-2DROK-9215/DROKTM2/074/75-01,"Recurrent maintenance of Kalanki-Nagdhunga, Nagdhunga -Piplamod, Nagdhunga-Tankeshwar Road",207 Division Road Office Kathmandu2,,,,2017-09-05 01:00:00+05:45,Kathmandu,Roads/Drainage,566
ocds-rw2stw-2DROK-1707/02-074-75/002(Re),Supply of construction materials at DRO Yard,206 Division Road Office Kathmandu1,,,,2017-09-04 10:00:00+05:45,Kathmandu,Procurement/General,457
ocds-rw2stw-2DROK-1708/02-074-75/012(Re),Recurrent maintenance of SRN/SURN Roads (Sector 8),206 Division Road Office Kathmandu1,,,,2017-09-04 10:00:00+05:45,Kathmandu,Roads/Drainage,466
ocds-rw2stw-2DROK-1704/02/074/75-15,Supply of subbase material at DRO Yard (Package 01),206 Division Road Office Kathmandu1,,,,2017-09-04 10:00:00+05:45,Kathmandu,Procurement/General,468
ocds-rw2stw-2DROK-1706/02-074-75/017,"Footpath maintenance on New Plaza Putalisadak, Singhdurabar Putalisadak, Baneshwor Thapagaon Singhdurbar Road",206 Division Road Office Kathmandu1,,,,2017-09-04 10:00:00+05:45,Kathmandu,Roads/Drainage,474
ocds-rw2stw-2DROK-1705/02-074-75/016,Supply of subbase material at DRO Yard (Package 02),206 Division Road Office Kathmandu1,,,,2017-09-04 10:00:00+05:45,Kathmandu,Procurement/General,479
ocds-rw2stw-KTMFTEWRP-1593/KTFT/NCB/ 74/75/ 4,Construction of Barrack Buildings with furniture and accessories all complete,Kathmandu-Terai / Madesh Fast Track (Express Way) Road Project,,,,2017-08-27 06:00:00+05:45,Kathmandu,Buildings/Facilities,2902
ocds-rw2stw-KTMFTEWRP-1585/KTFT/NCB/ 74/75/ 8,"Supply Drilling Rods, Drill Bits and accessories",Kathmandu-Terai / Madesh Fast Track (Express Way) Road Project,,,,2017-08-27 06:00:00+05:45,Kathmandu,Procurement/General,2912
ocds-rw2stw-KTMFTEWRP-1594/KTFT/NCB/ 74/75/ 5,Construction of Barrack Buildings with furniture and accessories all complete,Kathmandu-Terai / Madesh Fast Track (Express Way) Road Project,,,,2017-08-27 06:00:00+05:45,Kathmandu,Buildings/Facilities,2920
ocds-rw2stw-KTMFTEWRP-1592/KTFT/NCB/ 74/75/ 3,Construction of Barrack Buildings with furniture and accessories all complete,Kathmandu-Terai / Madesh Fast Track (Express Way) Road Project,,,,2017-08-27 06:00:00+05:45,Kathmandu,Buildings/Facilities,2923
ocds-rw2stw-KTMFTEWRP-1591/KTFT/NCB/ 74/75/ 2,Construction of Barrack Buildings with furniture and accessories all complete,Kathmandu-Terai / Madesh Fast Track (Express Way) Road Project,,,,2017-08-27 06:00:00+05:45,Kathmandu,Buildings/Facilities,2924
ocds-rw2stw-KTMFTEWRP-1581/KTFT/NCB/ 74/75/ 6,"Supply of  Engineering, Construction tools, Survey, Electronic Equipment and Safety Equipment",Kathmandu-Terai / Madesh Fast Track (Express Way) Road Project,,,,2017-08-27 06:00:00+05:45,Kathmandu,Procurement/General,2927
ocds-rw2stw-KTMFTEWRP-1588/KTFT/ICB/ 74/75/1,Supply of Communication Equipment,Kathmandu-Terai / Madesh Fast Track (Express Way) Road Project,,,,2017-08-27 06:00:00+05:45,Kathmandu,Procurement/General,2931
ocds-rw2stw-KTMFTEWRP-1590/KTFT/NCB/ 74/75/ 1,Construction of Barrack Buildings with furniture and accessories all complete,Kathmandu-Terai / Madesh Fast Track (Express Way) Road Project,,,,2017-08-27 06:00:00+05:45,Kathmandu,Buildings/Facilities,2951
ocds-rw2stw-2DROK-1450/01-074-75/001,Supply of office materials and other goods.,206 Division Road Office Kathmandu1,,,,2017-08-07 23:59:00+05:45,Kathmandu,Buildings/Facilities,450
ocds-rw2stw-2DROK-1448/01-074-75/004,Supply of Bitumen and Emulsion at DRO Yard,206 Division Road Office Kathmandu1,,,,2017-08-07 18:00:00+05:45,Kathmandu,Procurement/General,459
ocds-rw2stw-2DROK-1446/01-074-75/003,Supply of subbase material at DRO Yard,206 Division Road Office Kathmandu1,,,,2017-08-07 17:00:00+05:45,Kathmandu,Procurement/General,452
ocds-rw2stw-2DROK-1444/01-074-75/002,Supply of construction materials at DRO Yard,206 Division Road Office Kathmandu1,,,,2017-08-07 16:00:00+05:45,Kathmandu,Procurement/General,448
ocds-rw2stw-2DROK-1442/01-074-75/014,Improvement of Sankhu Lapsiphedi Bhotechaur Road,206 Division Road Office Kathmandu1,,,,2017-08-07 15:00:00+05:45,Kathmandu,Roads/Drainage,432
ocds-rw2stw-2DROK-1439/01-074-75/013,Thermoplastic painting on various SRN/SURN Roads,206 Division Road Office Kathmandu1,,,,2017-08-07 15:00:00+05:45,Kathmandu,Roads/Drainage,451
ocds-rw2stw-2DROK-1436/01-074-75/012,Recurrent maintenance of SRN/SURN Roads (Sector 8),206 Division Road Office Kathmandu1,,,,2017-08-07 11:00:00+05:45,Kathmandu,Roads/Drainage,445
ocds-rw2stw-2DROK-1428/01-074-75/008,Recurrent maintenance of SRN/SURN Roads (Sector 4),206 Division Road Office Kathmandu1,,,,2017-08-07 10:00:00+05:45,Kathmandu,Roads/Drainage,429
ocds-rw2stw-2DROK-1423/01-074-75/006,Recurrent maintenance of SRN/SURN Roads(Sector 2),206 Division Road Office Kathmandu1,,,,2017-08-07 10:00:00+05:45,Kathmandu,Roads/Drainage,436
ocds-rw2stw-2DROK-1431/01-074-75/010,Recurrent maintenance of SRN/SURN Roads (Sector 6),206 Division Road Office Kathmandu1,,,,2017-08-07 10:00:00+05:45,Kathmandu,Roads/Drainage,444
ocds-rw2stw-2DROK-1429/01-074-75/009,Recurrent maintenance of SRN/SURN Roads (Sector 5),206 Division Road Office Kathmandu1,,,,2017-08-07 10:00:00+05:45,Kathmandu,Roads/Drainage,446
ocds-rw2stw-2DROK-1433/01-074-75/011,Recurrent maintenance of SRN/SURN Roads (Sector 7),206 Division Road Office Kathmandu1,,,,2017-08-07 10:00:00+05:45,Kathmandu,Roads/Drainage,458
ocds-rw2stw-DOCASI-1261/3-2073/074,"Construction of SHDC Building at Department of Cottage & Small Industry,Tripureshwor, Kathmandu  ",Department of Cottage and Small Industry,,,,2017-07-02 13:00:00+05:45,Kathmandu,Buildings/Facilities,1951
ocds-rw2stw-NPHQK-1158/EQRP/PHQ/MUSIC/2073- 074/01,"Re-Construction of Barrack Block at Nepal Police Music School Samakhusi, Kathmandu","Nepal Police Head Quarter, Kathmandu",,,,2017-06-07 12:00:00+05:45,Kathmandu,Buildings/Facilities,3546
ocds-rw2stw-NPAM-1140/REG/2073-74/Ktm-001,"Reconstruction of Barrack Block at National Police Academy Maharajgunj, Kathmandu","National Police Academy , Maharajgung",,,,2017-06-06 09:00:00+05:45,Kathmandu,Other/Uncategorized,3470
ocds-rw2stw-DCCOK-1064/DCC/KTM/LRBP/NCB/104/073/74,Construction of Manahara Khola Steel Girder Bridge,"District Coordination Committee Office, Kathmandu",,,,2017-05-26 15:00:00+05:45,Kathmandu,Roads/Drainage,1548
ocds-rw2stw-MPRK-1010/EQRP/2073-074/KTM/ Kalimati,"Re-Construction Of Barrack Block, Septic Tank and Soak Pit at Metro Police Circle Kalimati, Kathmandu",Metropolitan Police Range Kathmandu,,,,2017-05-21 12:00:00+05:45,Kathmandu,Other/Uncategorized,3243
ocds-rw2stw-MPRK-1019/EQRP/2073-074/KTM/Kirtipur,"Re- Construction Of Barrack Block, Septic Tank and Soak Pit at metro Police Circle Kirtipur, Kathmandu",Metropolitan Police Range Kathmandu,,,,2017-05-21 12:00:00+05:45,Kathmandu,Other/Uncategorized,3250
ocds-rw2stw-NPAM-807/REG/2073-74/Ktm-002,"Floor Extension Works of SI/ASI Barrack at National Police Academy Maharajgunj, Kathmandu","National Police Academy , Maharajgung",,,,2017-04-27 11:00:00+05:45,Kathmandu,Other/Uncategorized,3471
ocds-rw2stw-NMA-798/NMA/ 01/2074/75 ,"Construction of Office Building of Nepal Mountaineering Association (NMA)at Nagpokhari, Naxal, Kathmandu  ",Nepal Mountaineering Association,,,,2017-04-21 20:00:00+05:45,Kathmandu,Buildings/Facilities,3464
ocds-rw2stw-APFHHK-707/APF/NCB-RE Works/073/074-023,"Construction of Multistory SO Barrack@ UNPTC, Kakani","Armed Police Force Headquarters, Halchowk, Kathmandu",,,,2017-04-13 16:20:00+05:45,Kathmandu,Other/Uncategorized,989
ocds-rw2stw-KDCSOK-562/PLPD-09-073/74-KVDA-DCO,"Public Land Protection Works  Conservation and development of Madan Bhandari Smriti Park, Subidhanagar-32","KVDA,District Commissioner's Office, Kathmandu",,,,2017-03-24 23:50:00+05:45,Kathmandu,Other/Uncategorized,2835
ocds-rw2stw-KDCSOK-516/PLPD-08-073/74-KVDA-DCO,Public Land Protection and Development Programme,"KVDA,District Commissioner's Office, Kathmandu",,,,2017-03-15 19:00:00+05:45,Kathmandu,Other/Uncategorized,2844
ocds-rw2stw-KDCSOK-507/MKCID-07-073/74-KVDA-DCO,"Construction of River Training wall, Toe Wall, Gravelling Works  Mahadev Khola Corridor Improvement and Development Works","KVDA,District Commissioner's Office, Kathmandu",,,,2017-03-14 19:00:00+05:45,Kathmandu,Other/Uncategorized,2833
ocds-rw2stw-KDCSOK-428/RW-CN-06-073/74 KVDA-DCO," Various Road Widening and Improvement Works  Chandragiri Matatirtha, Nagarjun, Ramkot and Various Other Locations  ","KVDA,District Commissioner's Office, Kathmandu",,,,2017-03-05 00:00:00+05:45,Kathmandu,Roads/Drainage,2806
ocds-rw2stw-KDCSOK-427/RW-DK-05-073/74-KVDA-DCO,"Various Road Widening and Improvement Works  Shrikhrapur Community School to Dakshinkali Road, Manmohan Memorial Hospital road to main road,Dakshinkali and Various other Locations ","KVDA,District Commissioner's Office, Kathmandu",,,,2017-03-05 00:00:00+05:45,Kathmandu,Roads/Drainage,2808
ocds-rw2stw-KDCSOK-418/RW-DK-04-073/74-KVDA-DCO,"Various Road Widening and Improvement Works: Gohrlekhola Bagpaile Butin Road and Chalnakhel, Fast Track Connecting Road Dakshinkali Municipality","KVDA,District Commissioner's Office, Kathmandu",,,,2017-03-05 00:00:00+05:45,Kathmandu,Roads/Drainage,2817
ocds-rw2stw-NOCL-411/19/2073-74,"IMPROVEMENT OF APPROCH ROAD OF THANKOT OIL STORAGE DEPOT, THANKOT, KATHMANDU",Nepal Oil Corporation Limited,,,,2017-03-03 10:00:00+05:45,Kathmandu,Roads/Drainage,3479
"ocds-rw2stw-DOA-193/Re Construction of Padmagiri Mahadhatu chaitya Temple,sankhu,Kathmandu","Reconstruction of Padmagiri Mahadhatu Chaitya Temple  Sankhu,Kathmandu  ",Department of Archaeology,,,,2017-02-14 14:00:00+05:45,Kathmandu,Other/Uncategorized,1879
"ocds-rw2stw-DOA-244/Conservation work of Mahalaxmi Mahabhairab Sattal Lubhu-1, Kathmandu","Conservation work of Mahalaxmi Mahabhairab Sattal  Lubhu-1, Kathmandu  ",Department of Archaeology,,,,2017-02-14 14:00:00+05:45,Kathmandu,Other/Uncategorized,1881
"ocds-rw2stw-DOA-226/Reconstruction of Gopaleshwor Mahadev Temple Dakchinkali, Pharping, Kathmandu","Reconstruction of Gopaleshwor Mahadev Temple  Dakchinkali, Pharping, Kathmandu  ",Department of Archaeology,,,,2017-02-14 14:00:00+05:45,Kathmandu,Other/Uncategorized,1888
ocds-rw2stw-CVLTK-180/CVL/Works/NCB/73/74/5 ,"Construction of BSL 2 + Laboratory Room at Tripureswor, Kathamndu, Nepal","Central Veterinary Laboratory, Tripureshwor, Kathmandu",,,,2017-02-08 10:00:00+05:45,Kathmandu,Other/Uncategorized,1522
ocds-rw2stw-KVDAK-161/INLPP/073/74-ELEC,"Polling and HT line extension work at Ichangu Narayan Land Pooling Project, Ichangu Raniban  ",Kathmandu Valley Development Authority (KVDA),,,,2017-02-01 17:00:00+05:45,Kathmandu,Other/Uncategorized,2971
ocds-rw2stw-APFHHK-36/APF/NCB Works/073/074/014,"Construction of Multistory Barrack, Quarter Guard, Shed Type Barrack, Mess, Ration Store, Toilet, Septic Tank & Soak Pit @ Kalinchowk Gan","Armed Police Force Headquarters, Halchowk, Kathmandu",,,,2017-01-22 20:00:00+05:45,Kathmandu,Water/Sanitation,951
ocds-rw2stw-APFHHK-35/APF/NCB Works/073/074/008,Extension of Floor on ICU and Radiology Building,"Armed Police Force Headquarters, Halchowk, Kathmandu",,,,2017-01-22 20:00:00+05:45,Kathmandu,Buildings/Facilities,961
ocds-rw2stw-APFHHK-40/APF/NCB- RE Works/073/074/022,"Construction of Multi Story Barrack, Office, Quarter Guard, Quarter, Shed Type SO Barracks cum Mess, Shed Type SO Barrack cum Toilet, Toilet, Retaining wall, Septic Tank & Soak Pit@BSO Sindhupalchwok","Armed Police Force Headquarters, Halchowk, Kathmandu",,,,2017-01-22 20:00:00+05:45,Kathmandu,Buildings/Facilities,962
ocds-rw2stw-APFHHK-39/APF/NCB- RE Works/073/074/001,"Construction of Multi Story Barrack, Compound Wall, Underground Water Tank(180000ltr.), Septic Tank & Soak Pit@APF HQ","Armed Police Force Headquarters, Halchowk, Kathmandu",,,,2017-01-22 20:00:00+05:45,Kathmandu,Water/Sanitation,963
